node_id,zone_id,x_coord,y_coord,macro_node_id,macro_link_id,activity_type,is_boundary
178405,,-76.4747561,42.4413218,1784,,tertiary,0
22004,,-76.4826893,42.461383,220,,tertiary,0
71102,,-76.4828855,42.4617164,711,,tertiary,0
71103,,-76.4829643,42.4616925,711,,tertiary,0
22005,,-76.4827673,42.4613577,220,,tertiary,0
71104,,-76.4829532,42.4618495,711,,tertiary,0
179800,,-76.4833462,42.4627331,1798,,tertiary,0
179801,,-76.4834278,42.4627149,1798,,tertiary,0
71105,,-76.4830337,42.461829,711,,tertiary,0
179802,,-76.4834012,42.462871,1798,,tertiary,0
63402,,-76.4834637,42.4630152,634,,tertiary,0
63403,,-76.4835446,42.4629955,634,,tertiary,0
179803,,-76.483483,42.4628535,1798,,tertiary,0
63404,,-76.4835193,42.4631516,634,,tertiary,0
110602,,-76.4838039,42.4639156,1106,,tertiary,0
110603,,-76.483886,42.4638989,1106,,tertiary,0
63405,,-76.4836014,42.4631349,634,,tertiary,0
110604,,-76.4838561,42.4640546,1106,,tertiary,0
13904,,-76.48403,42.4645269,139,,residential,0
13905,,-76.4841125,42.4645113,139,,residential,0
110605,,-76.4839381,42.4640375,1106,,tertiary,0
13906,,-76.4840823,42.4646669,139,,residential,0
49504,,-76.4841269,42.4663782,495,,tertiary,0
49505,,-76.4842108,42.4663888,495,,tertiary,0
13907,,-76.4841639,42.464649,139,,residential,0
120904,,-76.4888099,42.4540943,1209,,tertiary,0
117304,,-76.4882493,42.453759,1173,,tertiary,0
117305,,-76.4881961,42.453845,1173,,tertiary,0
120905,,-76.4886964,42.4541377,1209,,tertiary,0
22304,,-76.4826628,42.4475414,223,,tertiary,0
33704,,-76.4798621,42.4475746,337,,residential,0
33705,,-76.4798631,42.4476377,337,,residential,0
22305,,-76.4826578,42.4476044,223,,tertiary,0
33706,,-76.4797224,42.4476246,337,,residential,0
169202,,-76.4797211,42.4476812,1692,,residential,0
169203,,-76.4798062,42.4476823,1692,,residential,0
33707,,-76.4798075,42.4476257,337,,residential,0
162706,,-76.4814769,42.4451932,1627,,tertiary,0
179900,,-76.4808093,42.4452128,1799,,tertiary,0
179901,,-76.4808127,42.4452758,1799,,tertiary,0
162707,,-76.4814788,42.4452562,1627,,tertiary,0
145704,,-76.5138089,42.4248745,1457,,trunk,0
136702,,-76.5146088,42.4254797,1367,,unclassified,0
136703,,-76.514679,42.425444,1367,,unclassified,0
145705,,-76.5138658,42.4248276,1457,,trunk,0
180000,,-76.4948501,42.4630079,1800,,residential,0
3004,,-76.49485,42.4636472,30,,residential,0
3005,,-76.4949353,42.4636475,30,,residential,0
180001,,-76.4949347,42.4630006,1800,,residential,0
31702,,-76.4948263,42.4628029,317,,residential,0
180002,,-76.4948319,42.462863,1800,,residential,0
180003,,-76.4949168,42.4628587,1800,,residential,0
