link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF, AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,AM_gamma,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
2060,network_wide,-1,,tertiary,1199,1198,"LINESTRING (-76.5016809 42.4313176, -76.5018090 42.4311814, -76.5020702 42.4309037, -76.5023037 42.4306543, -76.5024450 42.4304980)",,1,1,0,0.068738,40.000000,1200.000000,45.000000,34.000000,4.346603,40.000000,40.000000, 7.500000,7.500000,0.000000, 4.346603,0.003622,1200.000000,464042461571163842069951997913240763891712.000000,40.000,39.500,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2079,network_wide,-1,,motorway,1148,1204,"LINESTRING (-76.5004328 42.4621697, -76.5004120 42.4615560, -76.5004098 42.4614282, -76.5004169 42.4613017, -76.5004482 42.4609316)",,1,1,0,0.085513,120.000000,2300.000000,45.000000,102.000000,583.441688,119.999709,119.999034, 7.499992,7.500008,0.000015, 145.860422,0.063418,2300.000000,3803021001760258916352.000000,120.000,118.500,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,120.000,120.000,120.000,120.000,120.000,120.000,102.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2092,network_wide,-1,,residential,1209,242,"LINESTRING (-76.4888200 42.4542120, -76.4887670 42.4542710, -76.4887220 42.4543080, -76.4884930 42.4544460, -76.4884560 42.4544730, -76.4884210 42.4545230, -76.4884060 42.4545730, -76.4884300 42.4546270, -76.4884690 42.4546620, -76.4885190 42.4546970, -76.4887080 42.4547630, -76.4888400 42.4548190, -76.4888800 42.4548410, -76.4889160 42.4548680, -76.4889780 42.4549260, -76.4890020 42.4549610, -76.4890370 42.4550290, -76.4890800 42.4551770, -76.4890970 42.4552890, -76.4891040 42.4553830, -76.4890980 42.4554730, -76.4890790 42.4555680, -76.4890529 42.4556443, -76.4889320 42.4559980, -76.4888830 42.4561070, -76.4887900 42.4562470, -76.4887500 42.4562890, -76.4887080 42.4563250, -76.4886110 42.4563890, -76.4879860 42.4566500, -76.4878820 42.4566870, -76.4878270 42.4566970, -76.4877700 42.4567020, -76.4875210 42.4567010, -76.4873360 42.4566810, -76.4872190 42.4566780)",,1,1,0,0.257508,30.000000,1000.000000,45.000000,25.500000,374.811364,29.911452,29.708308, 7.490577,7.509423,0.018846, 374.811364,0.374811,1000.000000,2984084457.414438,30.000,29.501,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,30.000,30.000,30.000,30.000,30.000,29.851,25.500,29.851,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2093,network_wide,-1,,residential,242,1209,"LINESTRING (-76.4872190 42.4566780, -76.4873360 42.4566810, -76.4875210 42.4567010, -76.4877700 42.4567020, -76.4878270 42.4566970, -76.4878820 42.4566870, -76.4879860 42.4566500, -76.4886110 42.4563890, -76.4887080 42.4563250, -76.4887500 42.4562890, -76.4887900 42.4562470, -76.4888830 42.4561070, -76.4889320 42.4559980, -76.4890529 42.4556443, -76.4890790 42.4555680, -76.4890980 42.4554730, -76.4891040 42.4553830, -76.4890970 42.4552890, -76.4890800 42.4551770, -76.4890370 42.4550290, -76.4890020 42.4549610, -76.4889780 42.4549260, -76.4889160 42.4548680, -76.4888800 42.4548410, -76.4888400 42.4548190, -76.4887080 42.4547630, -76.4885190 42.4546970, -76.4884690 42.4546620, -76.4884300 42.4546270, -76.4884060 42.4545730, -76.4884210 42.4545230, -76.4884560 42.4544730, -76.4884930 42.4544460, -76.4887220 42.4543080, -76.4887670 42.4542710, -76.4888200 42.4542120)",,1,1,0,0.257508,30.000000,1000.000000,45.000000,25.500000,346.543037,29.935241,29.786282, 7.493114,7.506886,0.013772, 346.543037,0.346543,1000.000000,10464058821.513988,30.000,29.535,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,30.000,30.000,30.000,30.000,30.000,29.892,25.500,29.892,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2098,network_wide,-1,,trunk,1212,1213,"LINESTRING (-76.5083420 42.4392550, -76.5083458 42.4393406, -76.5083598 42.4396093, -76.5083825 42.4400449, -76.5083860 42.4401140)",,1,1,0,0.059323,48.000000,2200.000000,45.000000,40.799999,240.626020,47.999996,47.999987, 7.500000,7.500000,0.000001, 60.156505,0.027344,2200.000000,6373222255062724716802342912.000000,48.000,47.400,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,48.000,48.000,48.000,48.000,48.000,48.000,40.800,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2099,network_wide,-1,,trunk,1214,1215,"LINESTRING (-76.5061258 42.4490255, -76.5059595 42.4491234, -76.5058336 42.4492511, -76.5057620 42.4493210, -76.5055819 42.4495018, -76.5051260 42.4499220, -76.5050540 42.4499880, -76.5044503 42.4505218)",,1,1,0,0.134438,64.000000,2200.000000,45.000000,54.400002,288.147142,63.999823,63.999414, 7.499991,7.500009,0.000018, 144.073571,0.065488,2200.000000,4079365373565747593216.000000,64.000,63.200,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,64.000,64.000,64.000,64.000,64.000,64.000,54.400,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2102,network_wide,-1,,residential,1216,41,"LINESTRING (-76.5438110 42.4071370, -76.5438530 42.4071720, -76.5439340 42.4072210, -76.5441070 42.4072950, -76.5442060 42.4073430, -76.5444780 42.4074430, -76.5451680 42.4076590, -76.5452903 42.4076942, -76.5457480 42.4078260, -76.5460240 42.4078950, -76.5467970 42.4080730, -76.5496130 42.4087690, -76.5500640 42.4088980, -76.5506270 42.4090480, -76.5507890 42.4091000, -76.5509460 42.4091610)",,1,1,0,0.392020,30.000000,1000.000000,45.000000,25.500000,6.455540,30.000000,30.000000, 7.500000,7.500000,0.000000, 6.455540,0.006456,1000.000000,49761574261546752788489998264770232320.000000,30.000,29.625,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,30.000,30.000,30.000,30.000,30.000,30.000,25.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2103,network_wide,-1,,residential,41,1216,"LINESTRING (-76.5509460 42.4091610, -76.5507890 42.4091000, -76.5506270 42.4090480, -76.5500640 42.4088980, -76.5496130 42.4087690, -76.5467970 42.4080730, -76.5460240 42.4078950, -76.5457480 42.4078260, -76.5452903 42.4076942, -76.5451680 42.4076590, -76.5444780 42.4074430, -76.5442060 42.4073430, -76.5441070 42.4072950, -76.5439340 42.4072210, -76.5438530 42.4071720, -76.5438110 42.4071370)",,1,1,0,0.392020,30.000000,1000.000000,45.000000,25.500000,10.000000,30.000000,30.000000, 7.500000,7.500000,0.000000, 10.000000,0.010000,1000.000000,45270468495338180170993619269844992.000000,30.000,29.625,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,30.000,30.000,30.000,30.000,30.000,30.000,25.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2112,network_wide,-1,,residential,1220,1221,"LINESTRING (-76.4954270 42.4549320, -76.4955200 42.4549130, -76.4957070 42.4549060, -76.4957930 42.4548950)",,1,1,0,0.018956,30.000000,1000.000000,45.000000,25.500000,3.176109,30.000000,30.000000, 7.500000,7.500000,0.000000, 3.176109,0.003176,1000.000000,4221705095613460910009952692379652995416064.000000,30.000,29.625,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,30.000,30.000,30.000,30.000,30.000,30.000,25.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2185,network_wide,-1,,tertiary,1251,955,"LINESTRING (-76.4923140 42.4358760, -76.4922262 42.4358781, -76.4915200 42.4358950, -76.4912110 42.4359080, -76.4911940 42.4359130)",,1,1,0,0.057365,40.000000,1200.000000,45.000000,34.000000,18.749439,40.000000,40.000000, 7.500000,7.500000,0.000000, 9.374720,0.007812,1200.000000,2116531801494805662182799918787198976.000000,40.000,39.500,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2186,network_wide,-1,,tertiary,955,1251,"LINESTRING (-76.4911940 42.4359130, -76.4912110 42.4359080, -76.4915200 42.4358950, -76.4922262 42.4358781, -76.4923140 42.4358760)",,1,1,0,0.057365,40.000000,1200.000000,45.000000,34.000000,20.105316,40.000000,40.000000, 7.500000,7.500000,0.000000, 10.052658,0.008377,1200.000000,692568637650339751916913825083817984.000000,40.000,39.500,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2187,network_wide,-1,,tertiary,955,593,"LINESTRING (-76.4911940 42.4359130, -76.4911630 42.4359180, -76.4910760 42.4359500, -76.4909890 42.4360010, -76.4907380 42.4361940)",,1,1,0,0.030752,40.000000,1200.000000,45.000000,34.000000,18.749439,40.000000,40.000000, 7.500000,7.500000,0.000000, 9.374720,0.007812,1200.000000,2116531801494805662182799918787198976.000000,40.000,39.500,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2188,network_wide,-1,,tertiary,593,955,"LINESTRING (-76.4907380 42.4361940, -76.4909890 42.4360010, -76.4910760 42.4359500, -76.4911630 42.4359180, -76.4911940 42.4359130)",,1,1,0,0.030752,40.000000,1200.000000,45.000000,34.000000,20.105316,40.000000,40.000000, 7.500000,7.500000,0.000000, 10.052658,0.008377,1200.000000,692568637650339751916913825083817984.000000,40.000,39.500,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2189,network_wide,-1,,tertiary,593,1252,"LINESTRING (-76.4907380 42.4361940, -76.4900732 42.4367061, -76.4900216 42.4367419)",,1,1,0,0.052641,40.000000,1200.000000,45.000000,34.000000,18.749439,40.000000,40.000000, 7.500000,7.500000,0.000000, 9.374720,0.007812,1200.000000,2116531801494805662182799918787198976.000000,40.000,39.500,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
2190,network_wide,-1,,tertiary,1252,593,"LINESTRING (-76.4900216 42.4367419, -76.4900732 42.4367061, -76.4907380 42.4361940)",,1,1,0,0.052641,40.000000,1200.000000,45.000000,34.000000,20.105316,40.000000,40.000000, 7.500000,7.500000,0.000000, 10.052658,0.008377,1200.000000,692568637650339751916913825083817984.000000,40.000,39.500,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
