name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,5881,545583203,,,parking_space,,,"POLYGON ((-76.4992758 42.4562689, -76.4993088 42.4562678, -76.4993117 42.4563184, -76.4992787 42.4563194, -76.4992758 42.4562689))",POINT (-76.4992938 42.4562936),15.3,164.2
,5882,545583205,,,parking_space,,,"POLYGON ((-76.4992428 42.4562699, -76.4992758 42.4562689, -76.4992787 42.4563194, -76.4992458 42.4563205, -76.4992428 42.4562699))",POINT (-76.4992608 42.4562947),15.2,164.0
,5883,545583207,,,parking_space,,,"POLYGON ((-76.4992098 42.4562709, -76.4992428 42.4562699, -76.4992458 42.4563205, -76.4992128 42.4563215, -76.4992098 42.4562709))",POINT (-76.4992278 42.4562957),15.3,164.4
,5884,545583208,,,parking_space,,,"POLYGON ((-76.4991768 42.456272, -76.4992098 42.4562709, -76.4992128 42.4563215, -76.4991798 42.4563226, -76.4991768 42.456272))",POINT (-76.4991948 42.4562967),15.3,164.4
,5885,545583209,,,parking_space,,,"POLYGON ((-76.4991438 42.456273, -76.4991768 42.456272, -76.4991798 42.4563226, -76.4991468 42.4563236, -76.4991438 42.456273))",POINT (-76.4991618 42.4562978),15.3,164.4
,5886,545583211,,,parking_space,,,"POLYGON ((-76.4991438 42.456273, -76.4991768 42.456272, -76.499174 42.4562228, -76.499141 42.4562238, -76.4991438 42.456273))",POINT (-76.4991589 42.4562479),14.8,159.8
,5887,545591753,,,parking_space,,,"POLYGON ((-76.4990612 42.4561142, -76.4990942 42.4561132, -76.4990968 42.4561601, -76.4990638 42.4561611, -76.4990612 42.4561142))",POINT (-76.499079 42.4561372),14.2,152.4
,5888,545591754,,,parking_space,,,"POLYGON ((-76.4990283 42.4561152, -76.4990612 42.4561142, -76.4990638 42.4561611, -76.4990308 42.4561621, -76.4990283 42.4561152))",POINT (-76.499046 42.4561382),14.1,152.1
,5889,545591755,,,parking_space,,,"POLYGON ((-76.4989953 42.4561162, -76.4990283 42.4561152, -76.4990308 42.4561621, -76.4989979 42.4561631, -76.4989953 42.4561162))",POINT (-76.4990131 42.4561391),14.1,152.1
,5890,545591756,,,parking_space,,,"POLYGON ((-76.4989623 42.4561172, -76.4989953 42.4561162, -76.4989979 42.4561631, -76.4989649 42.4561641, -76.4989623 42.4561172))",POINT (-76.4989801 42.4561402),14.2,152.4
,5891,545591757,,,parking_space,,,"POLYGON ((-76.4989293 42.4561182, -76.4989623 42.4561172, -76.4989649 42.4561641, -76.4989319 42.4561651, -76.4989293 42.4561182))",POINT (-76.4989471 42.4561412),14.2,152.4
,5892,545591758,,,parking_space,,,"POLYGON ((-76.4988963 42.4561192, -76.4989293 42.4561182, -76.4989319 42.4561651, -76.4988989 42.4561661, -76.4988963 42.4561192))",POINT (-76.4989141 42.4561422),14.2,152.4
,5893,545591759,,,parking_space,,,"POLYGON ((-76.4988634 42.4561202, -76.4988963 42.4561192, -76.4988989 42.4561661, -76.498866 42.4561671, -76.4988634 42.4561202))",POINT (-76.4988812 42.4561432),14.1,151.9
,5894,545591760,,,parking_space,,,"POLYGON ((-76.4988304 42.4561212, -76.4988634 42.4561202, -76.498866 42.4561671, -76.498833 42.4561681, -76.4988304 42.4561212))",POINT (-76.4988482 42.4561442),14.2,152.4
,5895,545591761,,,parking_space,,,"POLYGON ((-76.4987974 42.4561221, -76.4988304 42.4561212, -76.498833 42.4561681, -76.4988 42.4561691, -76.4987974 42.4561221))",POINT (-76.4988152 42.4561451),14.2,152.5
,5896,545591762,,,parking_space,,,"POLYGON ((-76.4987644 42.4561231, -76.4987974 42.4561221, -76.4988 42.4561691, -76.498767 42.45617, -76.4987644 42.4561231))",POINT (-76.4987822 42.4561461),14.2,152.5
,5897,545591763,,,parking_space,,,"POLYGON ((-76.4990612 42.4561142, -76.4990942 42.4561132, -76.4990914 42.456062, -76.4990584 42.456063, -76.4990612 42.4561142))",POINT (-76.4990763 42.4560881),15.5,166.3
,5898,545591765,,,parking_space,,,"POLYGON ((-76.4990283 42.4561152, -76.4990612 42.4561142, -76.4990584 42.456063, -76.4990254 42.456064, -76.4990283 42.4561152))",POINT (-76.4990433 42.4560891),15.4,166.1
,5899,545591766,,,parking_space,,,"POLYGON ((-76.4989953 42.4561162, -76.4990283 42.4561152, -76.4990254 42.456064, -76.4989925 42.456065, -76.4989953 42.4561162))",POINT (-76.4990104 42.4560901),15.4,166.1
,5900,545591767,,,parking_space,,,"POLYGON ((-76.4989623 42.4561172, -76.4989953 42.4561162, -76.4989925 42.456065, -76.4989595 42.456066, -76.4989623 42.4561172))",POINT (-76.4989774 42.4560911),15.5,166.3
,5901,545591768,,,parking_space,,,"POLYGON ((-76.4989293 42.4561182, -76.4989623 42.4561172, -76.4989595 42.456066, -76.4989265 42.456067, -76.4989293 42.4561182))",POINT (-76.4989444 42.4560921),15.5,166.3
,5902,545591769,,,parking_space,,,"POLYGON ((-76.4988963 42.4561192, -76.4989293 42.4561182, -76.4989265 42.456067, -76.4988935 42.456068, -76.4988963 42.4561192))",POINT (-76.4989114 42.4560931),15.5,166.3
,5903,545591770,,,parking_space,,,"POLYGON ((-76.4988634 42.4561202, -76.4988963 42.4561192, -76.4988935 42.456068, -76.4988605 42.456069, -76.4988634 42.4561202))",POINT (-76.4988784 42.4560941),15.4,166.1
,5904,545591771,,,parking_space,,,"POLYGON ((-76.4988304 42.4561212, -76.4988634 42.4561202, -76.4988605 42.456069, -76.4988276 42.45607, -76.4988304 42.4561212))",POINT (-76.4988455 42.4560951),15.4,166.1
,5905,545591772,,,parking_space,,,"POLYGON ((-76.4987974 42.4561221, -76.4988304 42.4561212, -76.4988276 42.45607, -76.4987946 42.4560709, -76.4987974 42.4561221))",POINT (-76.4988125 42.456096),15.4,166.3
,5906,545591773,,,parking_space,,,"POLYGON ((-76.4987644 42.4561231, -76.4987974 42.4561221, -76.4987946 42.4560709, -76.4987616 42.4560719, -76.4987644 42.4561231))",POINT (-76.4987795 42.456097),15.5,166.3
,5907,545591774,,,parking_space,,,"POLYGON ((-76.4987314 42.4561241, -76.4987644 42.4561231, -76.4987616 42.4560719, -76.4987286 42.4560729, -76.4987314 42.4561241))",POINT (-76.4987465 42.456098),15.5,166.3
,5908,545591775,,,parking_space,,,"POLYGON ((-76.4987314 42.4561241, -76.4987644 42.4561231, -76.498767 42.45617, -76.498734 42.456171, -76.4987314 42.4561241))",POINT (-76.4987492 42.456147),14.2,152.4
,5909,545598094,,house,,,,"POLYGON ((-76.4999847 42.4411968, -76.500071 42.4411944, -76.5000702 42.4411796, -76.500088 42.4411791, -76.5000798 42.4410221, -76.5000442 42.4410231, -76.5000425 42.440989, -76.499974 42.440991, -76.4999847 42.4411968))",POINT (-76.5000289 42.4410965),182.4,1963.3
,5910,545598095,,house,,,,"POLYGON ((-76.5002221 42.4411701, -76.5001287 42.4411724, -76.5001213 42.4410076, -76.5002147 42.4410053, -76.5002221 42.4411701))",POINT (-76.5001717 42.4410888),140.7,1514.7
,5911,545598096,,house,,,,"POLYGON ((-76.5003674 42.4411709, -76.5002457 42.4411726, -76.5002421 42.4410371, -76.5003638 42.4410353, -76.5003674 42.4411709))",POINT (-76.5003048 42.441104),150.7,1622.2
,5912,545598097,,house,,,,"POLYGON ((-76.5012145 42.4414032, -76.501219 42.4414697, -76.5012538 42.4414685, -76.5012582 42.4415332, -76.5010981 42.4415392, -76.5010938 42.4414767, -76.5010328 42.4414789, -76.5010281 42.4414101, -76.5012145 42.4414032))",POINT (-76.5011469 42.4414691),209.8,2258.1
,5913,545598098,,house,,,,"POLYGON ((-76.5005322 42.4419102, -76.5006716 42.441908, -76.500671 42.4418871, -76.5007067 42.4418866, -76.5007031 42.4417619, -76.5006674 42.4417625, -76.5006669 42.4417452, -76.5005275 42.4417474, -76.5005322 42.4419102))",POINT (-76.5006139 42.4418272),248.0,2669.4
,5914,545598099,,house,,,,"POLYGON ((-76.5007019 42.4421826, -76.5006988 42.4421262, -76.5006412 42.4421279, -76.5006404 42.4421136, -76.5005527 42.4421162, -76.5005536 42.4421323, -76.5005368 42.4421328, -76.5005376 42.4421482, -76.5005219 42.4421486, -76.500524 42.4421879, -76.5007019 42.4421826))",POINT (-76.500612 42.4421535),100.5,1081.9
,5915,545598100,,house,,,,"POLYGON ((-76.5007344 42.4422875, -76.5007318 42.4422203, -76.5005659 42.4422238, -76.5005684 42.4422909, -76.5007344 42.4422875))",POINT (-76.5006501 42.4422556),101.8,1096.2
,5916,545598101,,house,,,,"POLYGON ((-76.5012337 42.4421698, -76.5012311 42.4421307, -76.5012028 42.4421317, -76.5012013 42.4421096, -76.5010278 42.4421157, -76.5010318 42.4421769, -76.5012337 42.4421698))",POINT (-76.5011262 42.442144),107.3,1155.5
,5917,545598102,,yes,,,,"POLYGON ((-76.5012849 42.4424362, -76.5013765 42.4424346, -76.5013732 42.4423311, -76.5012816 42.4423328, -76.5012849 42.4424362))",POINT (-76.5013291 42.4423837),86.6,932.0
,5918,545598103,,house,,,,"POLYGON ((-76.5016836 42.4422358, -76.5016811 42.4421786, -76.5015544 42.4421815, -76.5015568 42.4422387, -76.5016836 42.4422358))",POINT (-76.501619 42.4422087),66.3,713.3
,5919,545598104,,house,,,,"POLYGON ((-76.5016919 42.442312, -76.5016906 42.4422444, -76.5015558 42.4422459, -76.5015572 42.4423135, -76.5016919 42.442312))",POINT (-76.5016239 42.4422789),83.2,895.6
,5920,545598105,,house,,,,"POLYGON ((-76.501705 42.4421591, -76.5016981 42.4420882, -76.5016419 42.4420912, -76.5016401 42.4420723, -76.5015574 42.4420767, -76.5015662 42.4421665, -76.501705 42.4421591))",POINT (-76.5016277 42.4421214),104.7,1126.9
,5921,545598106,,house,,,,"POLYGON ((-76.5016966 42.4418688, -76.501692 42.441769, -76.5015163 42.4417734, -76.5015209 42.4418733, -76.5016966 42.4418688))",POINT (-76.5016064 42.4418211),160.4,1726.5
,5922,545598107,,house,,,,"POLYGON ((-76.5016584 42.4416081, -76.5016561 42.4415303, -76.5015334 42.4415323, -76.5015357 42.44161, -76.5016584 42.4416081))",POINT (-76.5015959 42.4415702),87.2,938.2
,5923,545598108,,house,,,,"POLYGON ((-76.5016611 42.4417164, -76.5016573 42.4416429, -76.5015339 42.4416464, -76.5015377 42.4417199, -76.5016611 42.4417164))",POINT (-76.5015975 42.4416814),82.9,892.8
,5924,545598109,,house,,,,"POLYGON ((-76.5016993 42.442337, -76.501703 42.4424118, -76.5015645 42.4424155, -76.5015608 42.4423407, -76.5016993 42.442337))",POINT (-76.5016319 42.4423763),94.7,1019.7
,5925,545598110,,house,,,,"POLYGON ((-76.5017335 42.4430797, -76.5017306 42.4430249, -76.5015844 42.4430291, -76.5015873 42.4430839, -76.5017335 42.4430797))",POINT (-76.501659 42.4430544),73.3,788.7
,5926,545598111,,yes,,,,"POLYGON ((-76.5014418 42.4430141, -76.5015288 42.4430117, -76.5015254 42.4429473, -76.5014385 42.4429498, -76.5014418 42.4430141))",POINT (-76.5014836 42.4429807),51.2,550.8
,5927,545598112,,house,,,,"POLYGON ((-76.5012846 42.442647, -76.5013578 42.4426454, -76.5013604 42.4427101, -76.5014104 42.442709, -76.5014132 42.4427791, -76.5012899 42.4427818, -76.5012846 42.442647))",POINT (-76.5013404 42.4427217),122.3,1316.3
,5928,545598113,,house,,,,"POLYGON ((-76.5011746 42.4427558, -76.5011728 42.4427158, -76.501235 42.4427143, -76.5012321 42.4426487, -76.5010704 42.4426527, -76.501072 42.4426897, -76.5010592 42.44269, -76.5010623 42.4427586, -76.5011746 42.4427558))",POINT (-76.5011404 42.4426996),141.4,1521.6
,5929,545598114,,house,,,,"POLYGON ((-76.5013178 42.4431735, -76.5013158 42.4431287, -76.5012812 42.4431296, -76.5012798 42.4430989, -76.5010824 42.4431038, -76.5010858 42.4431792, -76.5013178 42.4431735))",POINT (-76.5011938 42.4431402),150.3,1617.6
,5930,545598115,,house,,,,"POLYGON ((-76.5011045 42.4433459, -76.5012122 42.4433444, -76.5012102 42.4432675, -76.5011025 42.443269, -76.5011045 42.4433459))",POINT (-76.5011573 42.4433067),75.7,814.4
,5931,545598116,,house,,,,"POLYGON ((-76.5012755 42.4435429, -76.50127 42.4434767, -76.5012332 42.4434784, -76.5012314 42.4434562, -76.5011041 42.443462, -76.5011059 42.4434841, -76.5010944 42.4434846, -76.5010998 42.4435508, -76.5012755 42.4435429))",POINT (-76.5011818 42.4435053),132.4,1424.9
,5932,545598117,,yes,,,,"POLYGON ((-76.5013392 42.4434761, -76.501424 42.4434752, -76.501422 42.4433629, -76.5013372 42.4433637, -76.5013392 42.4434761))",POINT (-76.5013806 42.4434195),87.0,936.6
,5933,545598118,,yes,,,,"POLYGON ((-76.5013406 42.4432687, -76.5014242 42.4432684, -76.5014235 42.4431793, -76.5013399 42.4431797, -76.5013406 42.4432687))",POINT (-76.5013821 42.443224),68.0,731.8
,5934,545598119,,house,,,,"POLYGON ((-76.5007689 42.4433868, -76.5007656 42.4433163, -76.5005848 42.443321, -76.5005882 42.4433915, -76.5007689 42.4433868))",POINT (-76.5006769 42.4433539),116.5,1254.1
,5935,545598120,,house,,,,"POLYGON ((-76.5008128 42.4436463, -76.500809 42.4435811, -76.5006548 42.4435861, -76.5006586 42.4436512, -76.5008128 42.4436463))",POINT (-76.5007338 42.4436162),91.9,989.3
,5936,545598121,,house,,,,"POLYGON ((-76.5007773 42.4437391, -76.5007756 42.4436717, -76.500561 42.4436747, -76.5005627 42.443742, -76.5007773 42.4437391))",POINT (-76.5006692 42.4437069),132.0,1421.1
,5937,545598122,,house,,,,"POLYGON ((-76.5007837 42.4440016, -76.5007163 42.4440022, -76.5007166 42.4440195, -76.5006404 42.4440202, -76.5006402 42.4440091, -76.5005422 42.44401, -76.5005409 42.4439367, -76.5006401 42.4439358, -76.5006399 42.4439262, -76.5007823 42.4439249, -76.5007837 42.4440016))",POINT (-76.5006646 42.4439704),178.1,1917.2
,5938,545598123,,house,,,,"POLYGON ((-76.5005885 42.4442349, -76.5005852 42.444168, -76.5007823 42.4441626, -76.5007857 42.4442294, -76.5005885 42.4442349))",POINT (-76.5006854 42.4441987),120.5,1297.2
,5939,545598124,,house,,,,"POLYGON ((-76.5006804 42.4443554, -76.5007906 42.444353, -76.5007866 42.4442516, -76.5006764 42.4442539, -76.5006804 42.4443554))",POINT (-76.5007335 42.4443035),102.2,1099.8
,5940,545598125,,house,,,,"POLYGON ((-76.5006868 42.444464, -76.5008054 42.4444611, -76.500801 42.4443636, -76.5006824 42.4443665, -76.5006868 42.444464))",POINT (-76.5007439 42.4444138),105.7,1137.8
,5941,545598126,,house,,,,"POLYGON ((-76.5006516 42.444371, -76.5006563 42.4444443, -76.5005306 42.4444488, -76.5005258 42.4443754, -76.5006516 42.444371))",POINT (-76.5005911 42.4444099),84.4,908.7
,5942,545598127,,house,,,,"POLYGON ((-76.4995344 42.4439546, -76.4995387 42.4440304, -76.4994254 42.4440339, -76.4994211 42.443958, -76.4995344 42.4439546))",POINT (-76.4994799 42.4439942),78.6,846.2
,5943,545598128,,house,,,,"POLYGON ((-76.4994252 42.4442016, -76.499534 42.4442004, -76.4995342 42.4442154, -76.4996345 42.4442143, -76.4996321 42.4440899, -76.4995404 42.4440909, -76.4995405 42.4440966, -76.4994941 42.4440971, -76.4994943 42.444108, -76.4994521 42.4441084, -76.4994524 42.4441246, -76.4994237 42.4441249, -76.4994252 42.4442016))",POINT (-76.499538 42.4441535),205.2,2209.1
,5944,545598129,,house,,,,"POLYGON ((-76.4995951 42.444248, -76.4996001 42.4443103, -76.4993963 42.4443192, -76.4993913 42.4442569, -76.4995951 42.444248))",POINT (-76.4994957 42.4442836),116.3,1252.4
,5945,545598130,,house,,,,"POLYGON ((-76.4995135 42.4444033, -76.4995123 42.4443826, -76.4995568 42.4443812, -76.4995537 42.4443265, -76.4994027 42.4443312, -76.499407 42.4444066, -76.4995135 42.4444033))",POINT (-76.4994755 42.4443643),95.7,1030.4
,5946,545598131,,yes,,,,"POLYGON ((-76.4996303 42.4444949, -76.4996275 42.4444105, -76.4994069 42.4444144, -76.4994097 42.4444989, -76.4996303 42.4444949))",POINT (-76.4995186 42.4444547),170.2,1832.2
,5947,545598132,,yes,,,,"POLYGON ((-76.4995395 42.4439009, -76.4996394 42.4438985, -76.4996382 42.44387, -76.4998562 42.4438649, -76.4998535 42.443802, -76.4996354 42.4438071, -76.499634 42.4437741, -76.4995341 42.4437764, -76.4995395 42.4439009))",POINT (-76.4996702 42.4438367),239.0,2572.8
,5948,545598133,,house,,,,"POLYGON ((-76.4999955 42.4444782, -76.4999252 42.4444791, -76.4999235 42.4444016, -76.499909 42.4444018, -76.4999077 42.4443446, -76.4999924 42.4443435, -76.4999955 42.4444782))",POINT (-76.4999553 42.4444082),94.0,1011.7
,5949,545598134,,house,,,,"POLYGON ((-76.5001178 42.4444509, -76.5001115 42.4443668, -76.5000083 42.444371, -76.5000146 42.4444551, -76.5001178 42.4444509))",POINT (-76.500063 42.4444109),79.5,855.7
,5950,545598135,,house,,,,"POLYGON ((-76.5002633 42.4444454, -76.5002609 42.4444004, -76.50021 42.4444018, -76.5002088 42.4443789, -76.5001313 42.4443811, -76.5001349 42.4444491, -76.5002633 42.4444454))",POINT (-76.5001915 42.4444169),69.1,744.3
,5951,545598136,,house,,,,"POLYGON ((-76.5002841 42.4444506, -76.5003885 42.4444462, -76.5003805 42.444344, -76.5002761 42.4443484, -76.5002841 42.4444506))",POINT (-76.5003323 42.4443973),97.8,1052.2
,5952,545598137,,house,,,,"POLYGON ((-76.5004068 42.4444474, -76.5005083 42.4444455, -76.5005047 42.4443384, -76.5004031 42.4443403, -76.5004068 42.4444474))",POINT (-76.5004557 42.4443929),99.4,1069.7
,5953,545598138,,yes,,,,"POLYGON ((-76.5000618 42.4432064, -76.5000557 42.4430892, -76.4998982 42.4430936, -76.4999042 42.4432108, -76.5000618 42.4432064))",POINT (-76.49998 42.44315),168.9,1817.6
,5954,545598139,,house,,,,"POLYGON ((-76.499579 42.4432197, -76.4995821 42.4432655, -76.4995226 42.4432677, -76.4995239 42.4432875, -76.4993916 42.4432923, -76.4993873 42.4432267, -76.499579 42.4432197))",POINT (-76.4994783 42.4432539),104.4,1123.7
,5955,545598140,,house,,,,"POLYGON ((-76.4996119 42.4434395, -76.4996082 42.4433648, -76.4993882 42.4433708, -76.4993919 42.4434454, -76.4996119 42.4434395))",POINT (-76.4995001 42.4434051),150.2,1616.4
,5956,545598141,,house,,,,"POLYGON ((-76.4996582 42.443582, -76.4996562 42.443517, -76.4994101 42.4435209, -76.4994121 42.4435859, -76.4996582 42.443582))",POINT (-76.4995342 42.4435515),146.1,1573.1
,5957,545598142,,house,,,,"POLYGON ((-76.4990682 42.4438537, -76.4989209 42.4438557, -76.4989206 42.4438412, -76.4988357 42.4438424, -76.4988336 42.4437637, -76.4989185 42.4437625, -76.4989181 42.4437463, -76.4990653 42.4437442, -76.4990682 42.4438537))",POINT (-76.4989591 42.4438007),208.2,2241.5
,5958,545598143,,yes,,,,"POLYGON ((-76.4985893 42.4439684, -76.4984947 42.4439684, -76.4984947 42.4438794, -76.4985893 42.4438794, -76.4985893 42.4439684))",POINT (-76.498542 42.4439239),76.9,827.6
,5959,545598144,,house,,,,"POLYGON ((-76.4984354 42.4442366, -76.4985605 42.4442315, -76.4985521 42.4441206, -76.498427 42.4441258, -76.4984354 42.4442366))",POINT (-76.4984938 42.4441786),127.0,1367.3
,5960,545598145,,house,,,,"POLYGON ((-76.4984109 42.444106, -76.4984057 42.4440364, -76.4982018 42.4440449, -76.4982071 42.4441144, -76.4982735 42.4441117, -76.4982745 42.4441253, -76.4983312 42.444123, -76.4983302 42.4441093, -76.4984109 42.444106))",POINT (-76.4983062 42.4440776),137.0,1474.3
,5961,545598146,,house,,,,"POLYGON ((-76.498199 42.4439892, -76.4981984 42.4439399, -76.4982393 42.4439396, -76.4983358 42.4439389, -76.4983365 42.4439882, -76.498199 42.4439892))",POINT (-76.4982674 42.4439641),61.9,666.1
,5962,545598147,,house,,,,"POLYGON ((-76.4983103 42.4438759, -76.4981907 42.4438786, -76.4981867 42.4437811, -76.4983063 42.4437784, -76.4983103 42.4438759))",POINT (-76.4982485 42.4438285),106.6,1147.3
,5963,545598148,,yes,,,,"POLYGON ((-76.4985987 42.4437324, -76.4984805 42.443735, -76.4984758 42.4436172, -76.498594 42.4436146, -76.4985987 42.4437324))",POINT (-76.4985372 42.4436748),127.3,1369.8
,5964,545598149,,house,,,,"POLYGON ((-76.4983365 42.4436131, -76.4983334 42.4435356, -76.4981745 42.4435391, -76.4981776 42.4436166, -76.4983365 42.4436131))",POINT (-76.4982555 42.4435761),112.6,1211.5
,5965,545598150,,house,,,,"POLYGON ((-76.4983157 42.443437, -76.4983136 42.4434002, -76.4982559 42.4434019, -76.4982535 42.4433604, -76.4981833 42.4433626, -76.4981856 42.4434041, -76.4981695 42.4434046, -76.4981715 42.4434414, -76.4983157 42.443437))",POINT (-76.4982344 42.4434071),75.2,809.8
,5966,545598151,,house,,,,"POLYGON ((-76.4983519 42.4433454, -76.4983486 42.4432728, -76.4981494 42.4432777, -76.4981528 42.4433504, -76.4983519 42.4433454))",POINT (-76.4982507 42.4433116),132.3,1423.8
,5967,545598152,,house,,,,"POLYGON ((-76.4983083 42.4432311, -76.4983042 42.443148, -76.4981587 42.443152, -76.4981628 42.4432351, -76.4983083 42.4432311))",POINT (-76.4982335 42.4431915),110.6,1190.1
,5968,545598153,,house,,,,"POLYGON ((-76.4990245 42.4432089, -76.4990208 42.4431377, -76.4987741 42.4431447, -76.4987777 42.4432158, -76.4990245 42.4432089))",POINT (-76.4988993 42.4431768),160.6,1728.2
,5969,545598154,,house,,,,"POLYGON ((-76.4990473 42.4433058, -76.4990445 42.4432382, -76.498846 42.4432427, -76.4988488 42.4433103, -76.4990473 42.4433058))",POINT (-76.4989466 42.4432743),122.7,1320.2
,5970,545598155,,house,,,,"POLYGON ((-76.4990661 42.4436044, -76.4990691 42.4436854, -76.4988157 42.4436906, -76.4988126 42.4436097, -76.4990661 42.4436044))",POINT (-76.4989409 42.4436475),187.5,2018.2
,5971,545598156,,house,,,,"POLYGON ((-76.4990607 42.4434399, -76.4989527 42.4434415, -76.4989531 42.4434586, -76.4988699 42.4434598, -76.4988679 42.4433834, -76.4989314 42.4433825, -76.4989309 42.4433641, -76.4990587 42.4433623, -76.4990607 42.4434399))",POINT (-76.4989641 42.4434092),138.0,1485.6
,5972,545598157,,house,,,,"POLYGON ((-76.499058 42.4435671, -76.4990519 42.4434942, -76.498779 42.4435066, -76.4987851 42.4435795, -76.499058 42.4435671))",POINT (-76.4989185 42.4435369),182.4,1962.9
,5973,545598158,,house,,,,"POLYGON ((-76.4990828 42.443965, -76.4990774 42.4438887, -76.4989334 42.4438943, -76.498934 42.4439019, -76.4988855 42.4439038, -76.4988904 42.4439724, -76.4990828 42.443965))",POINT (-76.4989858 42.4439314),131.0,1409.9
,5974,545598159,,house,,,,"POLYGON ((-76.4991056 42.4443697, -76.4991012 42.4443135, -76.4990493 42.4443157, -76.4990455 42.4442682, -76.4988465 42.4442767, -76.4988514 42.4443392, -76.4988915 42.4443375, -76.4988939 42.4443677, -76.4989431 42.4443656, -76.498944 42.4443767, -76.4991056 42.4443697))",POINT (-76.4989742 42.4443229),195.9,2108.1
,5975,545598160,,house,,,,"POLYGON ((-76.4988391 42.4442432, -76.4988336 42.4441615, -76.4990774 42.4441527, -76.4990782 42.4441633, -76.4990996 42.4441625, -76.4991048 42.4442413, -76.4989124 42.4442483, -76.4989119 42.4442406, -76.4988391 42.4442432))",POINT (-76.4989703 42.4442008),209.9,2258.9
,5976,545598161,,house,,,,"POLYGON ((-76.4990922 42.4441005, -76.499088 42.4440167, -76.4988908 42.4440221, -76.4988951 42.444106, -76.4990922 42.4441005))",POINT (-76.4989915 42.4440613),151.2,1627.1
,5977,545598162,,yes,,,,"POLYGON ((-76.4986986 42.4448685, -76.4988039 42.4448673, -76.4988012 42.4447357, -76.4986959 42.4447369, -76.4986986 42.4448685))",POINT (-76.4987499 42.4448021),126.6,1362.4
,5978,545598163,,yes,,,,"POLYGON ((-76.4989517 42.4446627, -76.4989573 42.4446124, -76.4988588 42.4446065, -76.498861 42.4445865, -76.49879 42.4445822, -76.4987837 42.4446392, -76.4988053 42.4446405, -76.4988039 42.4446538, -76.4989517 42.4446627))",POINT (-76.4988653 42.4446264),88.8,955.4
,5979,545598164,,house,,,,"POLYGON ((-76.4986486 42.4445414, -76.4986514 42.444602, -76.4985431 42.4446047, -76.4985403 42.4445442, -76.4986486 42.4445414))",POINT (-76.4985959 42.4445731),60.0,645.3
,5980,545598165,,house,,,,"POLYGON ((-76.4987492 42.4446444, -76.4986641 42.4446472, -76.498657 42.4445332, -76.4987422 42.4445303, -76.4987492 42.4446444))",POINT (-76.4987031 42.4445888),88.9,956.5
,5981,545598166,,house,,,,"POLYGON ((-76.4985947 42.4448052, -76.4985116 42.4448077, -76.4985073 42.4447313, -76.4985903 42.4447287, -76.4985947 42.4448052))",POINT (-76.498551 42.4447682),58.1,625.2
,5982,545598167,,house,,,,"POLYGON ((-76.4981668 42.4445026, -76.4982729 42.4444999, -76.4982696 42.4444276, -76.4982502 42.4444281, -76.4982485 42.4443903, -76.4981618 42.4443925, -76.4981668 42.4445026))",POINT (-76.4982146 42.4444487),100.1,1077.2
,5983,545598168,,house,,,,"POLYGON ((-76.4983978 42.4444281, -76.4983127 42.4444315, -76.4983159 42.4444756, -76.4983016 42.4444762, -76.4983068 42.4445483, -76.4984062 42.4445444, -76.4983978 42.4444281))",POINT (-76.4983549 42.4444902),100.0,1076.9
,5984,545598169,,house,,,,"POLYGON ((-76.4980515 42.4444397, -76.4981592 42.4444366, -76.4981549 42.4443552, -76.4980472 42.4443583, -76.4980515 42.4444397))",POINT (-76.4981032 42.4443975),80.2,863.0
,5985,545598170,,house,,,,"POLYGON ((-76.49802 42.4443153, -76.4979137 42.4443182, -76.4979181 42.4444038, -76.4980244 42.4444009, -76.49802 42.4443153))",POINT (-76.4979691 42.4443596),83.2,895.6
,5986,545598171,,yes,,,,"POLYGON ((-76.4977303 42.4443215, -76.497837 42.4443184, -76.4978316 42.4442179, -76.497725 42.444221, -76.4977303 42.4443215))",POINT (-76.497781 42.4442697),98.0,1055.2
,5987,545598172,,house,,,,"POLYGON ((-76.4973354 42.4445365, -76.4973326 42.4444611, -76.4972085 42.4444635, -76.4972113 42.444539, -76.4973354 42.4445365))",POINT (-76.4972719 42.4445),85.6,921.0
,5988,545598173,,yes,,,,"POLYGON ((-76.4975734 42.4444195, -76.4975729 42.4443586, -76.4974733 42.4443591, -76.4974738 42.44442, -76.4975734 42.4444195))",POINT (-76.4975233 42.4443893),55.4,596.2
,5989,545598174,,house,,,,"POLYGON ((-76.4974732 42.4443348, -76.4974705 42.4442652, -76.4972494 42.4442698, -76.4972509 42.4443092, -76.4972323 42.4443096, -76.4972338 42.4443485, -76.4973142 42.4443469, -76.4973146 42.4443563, -76.4974319 42.4443539, -76.4974312 42.4443357, -76.4974732 42.4443348))",POINT (-76.4973558 42.4443095),171.7,1848.6
,5990,545598175,,house,,,,"POLYGON ((-76.4973786 42.444175, -76.4973754 42.4440793, -76.497254 42.4440815, -76.4972546 42.4440989, -76.4972003 42.4440999, -76.4972029 42.4441782, -76.4973786 42.444175))",POINT (-76.4972928 42.444131),145.0,1560.8
